trial_index,elapsed_ms
0,10.044900000139023
1,10.035399999651418
2,10.332099999686761
3,10.515400000258524
4,10.514800000237301
5,10.192800000368152
6,10.088699999869277
7,10.524099999202008
8,10.02650000009453
9,10.029499999291147
10,10.226499999589578
11,10.036499999841908
12,10.320299999875715
13,10.043700000096578
14,10.052600000562961
15,10.02619999962917
16,10.026800000559888
17,10.394599999926868
18,10.10729999961768
19,10.286899999300658
20,10.357199999816658
21,10.046500000498781
22,10.51400000051217
23,10.438500000418571
24,10.284699999829172
25,10.070700000142097
26,10.097100000166392
27,10.400099999969825
28,10.12920000084705
29,10.542099999838683
30,10.164999999688007
31,10.52090000030148
32,10.240099999464292
33,10.042400000202178
34,10.025699999459903
35,10.023499999988417
36,10.22850000026665
37,10.393399999884423
38,10.079099999529717
39,10.155800000575255
40,10.04319999992731
41,10.10260000020935
42,10.503999999855296
43,10.040500000286556
44,10.083999999551452
45,10.014899999987392
46,10.198099999797705
47,10.267700000440527
48,10.31299999976909
49,10.516899999856832
50,10.129699999197328
51,10.529299999689101
52,10.254900000290945
53,10.500800000045274
54,10.370699999839417
55,10.486799999853247
56,10.126099999979488
57,10.21720000062487
58,10.164700000132143
59,10.229999999864958
60,10.523599999942235
61,10.172000000238768
62,10.526499999286898
63,10.514700000385346
64,10.526699999900302
65,10.506099999474827
66,10.678200000256766
67,10.195699999712815
68,10.512500000004366
69,10.511899999983143
70,10.225899999568355
71,10.585400000309164
72,10.0456000000122
73,10.058699999717646
74,10.521199999857345
75,10.507500000130676
76,10.595799999464361
77,10.45109999995475
78,10.521899999730522
79,10.51279999956023
80,10.514699999475852
81,10.510900000554102
82,10.51129999996192
83,10.514600000533392
84,10.530300000027637
85,10.523400000238325
86,10.19709999945917
87,10.518200000660727
88,10.273800000504707
89,10.529899999710324
90,10.52720000006957
91,10.07579999986774
92,10.502399999495537
93,10.533699999541568
94,10.5174000000261
95,10.575900000731053
96,10.472899999513174
97,10.197300000072573
98,10.521199999857345
99,10.023699999692326
